event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
DEU12168,2022-03-26,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,Protesters,,,,Protesters only,,276,Europe,Germany,Nordrhein-Westfalen,Olpe,,Kirchhundem,51.0869,8.0866,2,Sudwest Presse,National,"Around 26 March 2022 (as reported), people with around 80 vehicles drove through Lennestadt and Kirchhundem [coded to Kirchhundem] to denounce high fuel prices.",0,crowd size=around 80 vehicles,1649181288
ITA14567,2022-03-04,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Italy),Catholic Christian Group (Italy); Government of Italy (2018-2022); Protesters (Ukraine),Protesters,,,,Protesters only,,380,Europe,Italy,Sicilia,Palermo,,Palermo,38.1373,13.3472,1,La Repubblica; La Sicilia,Subnational-National,"On 4 March 2022, hundreds of people, among them Ukrainians, took to the streets in Palermo to call for peace and condemn the war after the 2022 Russian invasion of Ukraine. The Mayor and the archbishop took part in the demonstration.",0,crowd size=hundreds,1730240716
SUD28326,2024-06-08,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (2019-),,State forces,Rapid Support Forces,,Rebel group,State forces-Rebel group,,729,Northern Africa,Sudan,North Darfur,Al Fasher,,Umm Marahik,13.8498,25.467,1,Beam reports,New media,"On 8 June 2024, SAF airstrikes targeted RSF in Umm Marahik (Al Fasher, North Darfur). Casualties unknown.",0,,1719274348
CEN3789,2017-12-10,2017,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Central African Republic),,Political militia,Unidentified Armed Group (Central African Republic),,Political militia,Political militia-Political militia,,140,Middle Africa,Central African Republic,Ouaka,Bambari,Danga-Gboudou,Ndjoubissi,6.1972,20.7616,1,UNOCHA,International,Clashes between armed groups were reported in Djoubissi and Ndassima.,0,,1724787054
UKR6691,2018-06-28,2018,1,Political violence,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,,Rebel group,Military Forces of Ukraine (2014-2019),,State forces,State forces-Rebel group,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Sartanska,Shyrokyne,47.0987,37.8199,2,Ministry of Defence of Ukraine,Other,"On 28 June 2018, the NAF rebel forces fired small arms and grenade launchers against Military Forces of Ukraine positions near Shyrokyne, Donetsk. During the day 4 NAF members were killed and 8 were wounded at unspecified locations [4 fatalities split across 14 events].",1,,1691529762
FRA14468,2022-01-21,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (France),Health Workers (France),Protesters,,,,Protesters only,,250,Europe,France,Grand Est,Bas-Rhin,Selestat-Erstein,Obernai,48.4621,7.482,1,Les Dernieres Nouvelles d'Alsace,Subnational,"On 21 January 2022, around 20 health workers gathered at the hospital of Obernai by observing a minute of silence to denounce the worsening of their working conditions and public hospitals' lack of financial resources.",0,crowd size=around 20,1727819492
UKR88714,2023-01-18,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Lyman,48.9903,37.8063,2,Suspilne Media,National,"On 18 January 2023, Russian forces shelled Lyman community (coded to Lyman, Donetsk region), having damaged an energy infrastructure facility. Casualties unknown.",0,,1674572557
VEN19157,2023-02-09,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),Teachers (Venezuela),Protesters,,,,Protesters only,,862,South America,Venezuela,Carabobo,Montalban,,Aguirre,10.2308,-68.2721,1,La Patilla,National,"On 9 February 2023, in Aguirre (Carabobo), a group of teachers protested to demand the renewal of their collective labor agreement. The protesters marched around the town.",0,crowd size=no report,1676316500
IND70637,2020-01-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),JKNPP: Jammu and Kashmir National Panthers Party,Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 28 January 2020, a large number of JKNPP activists protested at Jammu city (J&K) against Directorate of Health Services over the issue of infant deaths.",0,crowd size=large,1649281756
IND61399,2019-09-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Early Times (India),Subnational,"On 1 September 2019, locals residents of Qasim Nagar staged a protest in Jammu city (J&K), demanding redressal of infrastructure issues, including road conditions and the disposal of waste.",0,crowd size=no report,1649875418
PSE3368,2018-07-13,2018,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),Rioters,,,,Rioters only,,275,Middle East,Palestine,West Bank,Nablus,,Urif,32.1595,35.2223,1,Ma'an News Agency; PLO Negotiations Affairs Department,Other-National,"On 13 July 2018, Israeli settlers set fire to 2 Palestinian vehicles in Urif (Nablus) and spray painted the star of David and anti- Arab slogans on them.",0,crowd size=no report,1673314272
BLR3281,2021-05-16,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,,Protesters only,,112,Europe,Belarus,Minsk,Borisovskiy,,Barauliany,54.4962,28.3444,1,Charter-97,National,"On 16 May 2021, people protested in Barauliany, demanding the release of political prisoners, especially those that are students.",0,crowd size=no report,1624385284
ISR14755,2023-05-10,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,PIJ: Palestinian Islamic Jihad,,Political militia,Civilians (Israel),,Civilians,Political militia-Civilians,Civilian targeting,376,Middle East,Israel,HaDarom,Beer Sheva,Gerar,Netivot,31.4231,34.5891,1,Arutz Sheva; Haaretz; N12,National,"On 10 May 2023, the PIJ fired several barrages of rockets from Gaza toward localities in southern Israel, including Netivot (Beer Sheva, HaDarom). As a result, the roof of a yeshiva and a house were damaged by direct rocket fire. On 10 May, about 507 rockets were fired toward Israel. About 368 of those rockets crossed into Israel, while 108 landed within Gaza.",0,,1720481991
IND125956,2023-02-01,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (India),JKNC: Jammu and Kashmir National Conference; INC: Indian National Congress; JKPDP: Jammu and Kashmir Peoples Democratic Party; JKAP: Jammu and Kashmir Apni Party; AAP: Aam Aadmi Party,Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 1 February 2023, thousands of people from various areas including JKNC, JKPDP, JKAP, AAP and INC members held a protest march at Jammu city (J&K) against the J&K government and BJP over the land-eviction drive.",0,crowd size=thousands,1675785464
MMR48287,2023-05-25,2023,1,Strategic developments,Strategic developments,Arrests,Military Forces of Myanmar (2021-),,State forces,Civilians (Myanmar),,Civilians,State forces-Civilians,,104,Southeast Asia,Myanmar,Kachin,Mohnyin,Hpakant,Long Hkin,25.6564,96.3568,1,Democratic Voice of Burma,National,"On 25 May 2023, in Long Hkin village of Hpakant township (Mohnyin district, Kachin state), about 30 Myanmar military troops raided a guest house, checked the mobile phones of the guests and arrested five civilians. It was unknown where the arrestees were taken.",0,,1726526140
AFG29709,2017-03-02,2017,1,Political violence,Battles,Armed clash,Taliban,,Rebel group,Police Forces of Afghanistan (2014-2021),,State forces,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,Voice of Jihad,Other,"On 02 March 2017, Taliban militants ambushed and killed 1 policeman in Kandahar city.",0,,1710267740
PHL9868,2019-12-30,2019,1,Political violence,Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),,Political militia,Civilians (Philippines),Drug Suspects (Philippines),Civilians,Political militia-Civilians,Civilian targeting,608,Southeast Asia,Philippines,Eastern Visayas,Leyte,La Paz,Rizal,10.9163,124.9388,1,Philippine Daily Inquirer; Sunstar (Philippines),National,"A drug suspect was shot dead in a vigilante-style attack by unidentified armed assailants in Barangay Rizal, La Paz, Leyte on 30 December 2019.",1,,1589298659
THA11191,2016-12-27,2016,1,Demonstrations,Protests,Peaceful protest,Protesters (Thailand),,Protesters,,,,Protesters only,,764,Southeast Asia,Thailand,Nakhon Si Thammarat,Tha Sala,Pho Thong,Klang,8.6066,99.9254,1,Manager (Thailand),National,"On 27 December 2016, more than 1,500 villagers gathered in Klang village Moo 4, tambon Pho Thong (Tha Sala district, Nakhon Si Thammarat) to sign a petition and protest against the construction project of a waste generating plant. The villagers alleged that the plant would also be used as a waste-to-power plant.",0,crowd size=more than 1500,1677009593
CRI906,2018-09-16,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Costa Rica),Labor Group (Costa Rica),Protesters,,,,Protesters only,,188,Central America,Costa Rica,Cartago,Cartago,Oriental,Cartago,9.8644,-83.9194,1,Amprensa,National,"On 16 September 2018, at the Plantel de Recope in Cartago, a labor union group protested to reject the tax reform law. No further specifications.",0,crowd size=no report,1618528118
KOR10359,2018-12-17,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),PSPD: People's Solidarity for Participatory Democracy; MP: Minjung Party; Our Future Party; Labor Group (South Korea),Protesters,,,,Protesters only,,410,East Asia,South Korea,Seoul Special City,Seocho,,Seoul City - Seocho,37.4744,127.0304,1,YNA; Kyunghyang Shinmun,National,"On 17 December 2018, youth activists affiliated with PSPD, MP, and Youth Community Union (YCU) (labor group) held a press conference with pickets 'severe punishment for corruptive employment' in front of Seoul Central District Court in Seoul City - Seocho, urging for strict punishment of the Liberty Korea Party lawmakers on trial for soliciting employment at Kangwon Land.",0,crowd size=no report,1646432978
UKR105882,2023-05-30,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Nevske,49.1581,37.9749,2,Ministry of Defence of Ukraine,Other,"On 30 May 2023, Russian forces shelled near Nevske, Luhansk, with artillery. Casualties unknown.",0,,1686065984
KOR22102,2022-03-15,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),KCTU: Korean Confederation of Trade Unions; Labor Group (South Korea),Protesters,,,,Protesters only,,410,East Asia,South Korea,Busan,Busanjin,,Busan - Busanjin,35.1629,129.0513,1,Busan Ilbo,Subnational,"On 15 March 2022, members of the School Irregular Worker's Union Busan branch (KCTU affiliate) held a press conference with banners in front of the Busan Metropolitan City Office of Education (Busan - Busanjin). They urged the local education authorities to increase the number of school meal service workers amid the surge in coronavirus infected patients and ensuing labor vacuum.",0,crowd size=no report,1702344179
FRA26930,2023-06-29,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (France),,Rioters,Police Forces of France (2017-),,State forces,State forces-Rioters,,250,Europe,France,Ile-de-France,Seine-et-Marne,Meaux,Villeparisis,48.9392,2.6174,1,France 3 Regions,National,"On 29 June 2023, overnight, people took to the streets of Villeparisis (Ile-de-France), vandalizing and setting fire to street furniture. Rioters tried to break into the local police station. The event occurred in the wake of the shooting and subsequent death of 17-year-old Nahel M. by a police officer in Nanterre on 27 June 2023.",0,crowd size=no report,1688493610
IND100164,2021-09-24,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Farmers (India),Protesters,Police Forces of India (2014-),,State forces,State forces-Protesters,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Chandigarh Tribune,Subnational,"On 24 September 2021, farmers under the banner of Naujawan Kisan Ekta, staged a protest, in Chandigarh, against the visit of the finance minister and against the farm laws. Police intervened and detained 15 protesters from the protest site.",0,crowd size=no report,1719352789
MLI7986,2023-01-10,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,Rebel group,Military Forces of Mali (2021-),Wagner Group,State forces,State forces-Rebel group,,466,Western Africa,Mali,Segou,Macina,Macina,Komara,14.118,-5.1459,2,Al Zallaqa; FAMAMali; Reuters; Studio Tamani; Undisclosed Source; Whatsapp,Local partner-Other,"On 10 January 2023, JNIM militants carried out a complex ambush involving three IEDs and gunfire against FAMa and Wagner convoy between Komara and Macina (Macina, Segou). FAMa claimed to have neutralized 31 militants [not independently confirmed]. JNIM claimed responsibility and said it killed 12 soldiers, including 7 FAMa and 5 Wagner, confirmed 5 dead in its ranks, 1 after the Kera mine explosion (coded separately) and 4 in the Komara ambush [trusted local sources]. 16 fatalities coded.",16,,1731445548
