event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IRN29235,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,1,Human Rights Activists in Iran (HRA),Local partner-Other,"On 27 October 2024, retirees of the Social Security Organization protested in front of the Social Security Organization in Ahvaz city (Khuzestan) over the lack of salary equalization and poor living conditions.",0,crowd size=no report,1730764834
IRN29236,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,1,Human Rights Activists in Iran (HRA),Local partner-Other,"On 27 October 2024, retirees of Khuzestan steel industries protested in front of the Steel Servants Pension Organization's office in Ahvaz city (Khuzestan) over the non-fulfillment of contract obligations and demanded a salary increase.",0,crowd size=no report,1730764834
IRN29237,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 12,35.6810,51.4291,1,Human Rights Activists in Iran (HRA); Iranian Labour News Agency,Local partner-Other,"On 27 October 2024, people with disabilities rallied outside the Planning and Budget Organization in Tehran - District 12 (Tehran) over the non-implementation of Article 27 in the Law on the Protection of the Disabled.",0,crowd size=no report,1730764834
IRN29238,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Teachers (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Khuzestan,Behbahan,Central,Behbahan,30.5959,50.2417,1,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),Local partner-Other,"On 27 October 2024, retired teachers staged a rally in front of the county MP's office in Behbahan city (Khuzestan) to demand payment of salary arrears, retirement bonuses and modification of rating orders.",0,crowd size=no report,1730764834
IRN29239,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Isfahan,Isfahan,Central,Isfahan,32.6525,51.6746,1,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),Local partner-Other,"On 27 October 2024, retirees of Isfahan steel industries protested in front of the Steel Servants Pension Organization's office in Isfahan city (Isfahan) over the non-fulfillment of contract obligations and demanded a salary increase.",0,crowd size=no report,1730764834
IRN29245,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 6,35.7252,51.4029,1,Human Rights Activists in Iran (HRA); Trade Unions of Iranian Student,Local partner-Other,"On 27 October 2024, students at the University of Tehran held a rally at the Faculty of Social Sciences's campus in Tehran - District 6 (Tehran) over their unmet demands, including the suppression of student protesters, commercialization of student spaces, and gender segregation.",0,crowd size=no report,1730764834
IRN29299,2024-10-27,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-),,State forces,Ansar al Furqan,,Rebel group,State forces-Rebel group,,364,Middle East,Iran,Sistan and Baluchestan,Zahedan,Kurin,Kurin,28.8835,60.3752,2,Baloch Campaign; BBC News; Haalvash; Tasnim News Agency,Other-National,"On 27 October 2024, Iranian military forces launched a drone strike at two motorcycles, which belonged to members of the Ansar al Furqan on the road near Kurin village (Sistan and Baluchestan). 3 militants were killed and another one was wounded and then arrested.",3,,1730764834
IRN29304,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,South Khorasan,Birjand,Central,Birjand,32.8663,59.2211,1,Islamic Republic News Agency,National,"On 27 October 2024, local residents staged a rally at Abuzar Square in Birjand city (South Khorasan) to support the Iran Air Defense Force and denounce Israeli airstrikes in Iran. They also supported Palestinians and denounced Israeli ground operations in Gaza and Lebanon.",0,crowd size=no report,1730764834
IRN29311,2024-10-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Kerman,Kerman,Central,Kerman,30.2832,57.0788,1,Eteraze Bazar,New media,"On 27 October 2024, workers of coal mines rallied in Kerman city (Kerman) to demand the implementation of a plan to remove the salary ceiling.",0,crowd size=no report,1730764834
IRN29219,2024-10-26,2024,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,Military Forces of Israel (2022-),,External/Other forces,State forces-External/Other forces,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,1,Tabnak News Agency,National,"Interception: On 26 October 2024, between 2 am and 5 am, the Iran Air Defense Force visibly intercepted some of the air/drone strikes over Ahvaz's airspace in Ahvaz city (Khuzestan). These air/drone strikes were carried out by the Israeli Air Force against Iranian military and defence targets. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29220,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Khuzestan,Mahshahr,Central,Bandar e Mahshahr,30.5566,49.1885,1,Al Jazeera; BBC News; Iran International; Islamic Republic News Agency; Tasnim News Agency,National-Regional,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the S-300 missile system facilities located at the Fath Air Defense Base next to the Mahshahr Airport in Bandar e Mahshahr city (Khuzestan). The battery of the S-300 missile system facilities was targeted by an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft, resulting in the deaths of four officers at the Iran Air Defense Force. No satellite imagery or released video verifications were available. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed ''Operation Days of Repentance'', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",4,,1730764834
IRN29221,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Islamshahr,Eslamshahr,Eslamshahr,35.5522,51.2350,1,BBC News; Iran International; Vahid Online,New media-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the S-300 missile system and Hawk surface-to-air missile facilities located at the Hazrat-e Amir Brigade Air Defense Base in Eslamshahr city (Tehran). The battery of the S-300 missile system facilities was targeted by an exploding drone strike or an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft. At least one explosion has been verified in satellite imagery. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29222,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-),Civilians (Iran),State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Rey,Fashapuyeh,Hasanabad,35.3673,51.2350,1,BBC News; Iran International; Iran Wire; Vahid Online,New media-Regional,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the Taksaz Industrial Innovators En.Co - Tieco facility located at the Shamsabad Industrial City in Hasanabad town (Tehran). This facility is likely a UAV manufacturer factory that was targeted by an exploding drone strike or an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft, resulting in the death of a night watchman. At least one explosion has been verified in released videos. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",1,,1730764834
IRN29223,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Ilam,Ilam,Central,Ilam,33.6374,46.4227,2,BBC News; Iran International; Mamlekate; Vahid Online,New media-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the Nakhjir Radar Site and Valfajr-2 Base located on the top of the Nakhjir Shah Mount, 12 kilometres southwest of Ilam city (coded to Ilam) (Ilam). The Nakhjir Radar Site and Valfajr-2 Base was targeted by an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft. At least one explosion has been verified in satellite imagery. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29224,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,364,Middle East,Iran,Khuzestan,Abadan,Central,Abadan,30.3392,48.3043,1,BBC News; Iran International; Vahid Online,New media-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the Abadan Oil Refining Company in Abadan city (Khuzestan). One refinery tank was targeted by an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft. At least one explosion has been verified in satellite imagery. There were no casualties. Some sources reported that the 15-Khordad Radar was targeted in Abadan, but no satellite imagery or released video verifications were available. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29230,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-),,State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Pakdasht,Central,Parchin,35.5282,51.7588,1,BBC News; Iran International; Iran Wire; Mamlekate; Reuters; Vahid Online; VOA,New media-Regional,"On 26 October 2024, in the early morning, the Israeli military carried out air/drone strikes against Parchin missile production facilities located next to Mamloo Dam at the Parchin military base in Parchin town (Tehran). The Taleghan-2 Rocket Motor Casting Facility, along with mixing buildings associated with the production of solid-fueled ballistic missiles, was targeted to destroy 12 planetary mixers through explosive drone strikes or air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. At least four explosions have been verified in satellite imagery. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29231,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-),,State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Tehran,,Tehran,35.6944,51.4215,2,BBC News; Iran International; Iran Wire; Mamlekate; Reuters; Vahid Online; VOA,New media-Regional,"On 26 October 2024, in the early morning, the Israeli military carried out air/drone strikes against the Khojir military facilities in the eastern suburb of Tehran city (Tehran). The warehouse and mixing buildings associated with solid-fueled ballistic missile production were targeted to destroy 12 planetary mixers through explosive drone strikes or air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. At least two explosions have been verified in satellite imagery. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29232,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Semnan,Shahrud,Central,Shahrud,36.4182,54.9763,2,AP; BBC News; Iran International; Vahid Online; VOA,New media-International,"On 26 October 2024, in the early morning, the Israeli military carried out air/drone strikes against the IRGC Military Facilities for the Production of components for long-range missiles located at the Shahrud Space Center, 35 km southeast of Shahrud city (coded to Shahrud) (Semnan). The IRGC military facilities were targeted by exploding drone strikes or air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. At least two explosions have been verified in satellite imagery. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29290,2024-10-26,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Ilam,Ilam,Central,Ilam,33.6374,46.4227,1,Eteraze Bazar,New media,"On 26 October 2024, applicants of the National Housing project held a protest in front of the Department of Roads and Urban Development in Ilam city (Ilam) to demand an end to the uncertainty of their contracts.",0,crowd size=no report,1730764834
IRN29291,2024-10-26,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.5680,1,Eteraze Bazar,New media,"On 26 October 2024, students admitted to the fields of medicine, dentistry and pharmacy of Islamic Azad University rallied in front of the Islamic Azad University in Mashhad city (Razavi Khorasan) to protest against the tuition fee increase.",0,crowd size=no report,1730764834
IRN29292,2024-10-26,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.0800,46.2919,1,Eteraze Bazar,New media,"On 26 October 2024, students admitted to the fields of medicine, dentistry and pharmacy of Islamic Azad University rallied in front of the Islamic Azad University in Tabriz city (East Azerbaijan) to protest against the tuition fee increase.",0,crowd size=no report,1730764834
IRN29298,2024-10-26,2024,1,Political violence,Battles,Armed clash,Army of Justice,,Rebel group,Police Forces of Iran (1989-),,State forces,State forces-Rebel group,,364,Middle East,Iran,Sistan and Baluchestan,Khash,Nok Abad,Nok Abad,28.5397,60.7595,2,Baloch Campaign; Haalvash; Iranian Student News Agency; Radio Farda; Tasnim News Agency,Other-National,"On 26 October 2024, militiamen of the Army of Justice ambushed and opened fire at two police vehicles in the Goharkuh region near Nok Abad city (Sistan and Baluchestan). As a result, 10 police officers were killed. After the clash, police arrested four militiamen.",10,,1730764834
IRN29302,2024-10-26,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.5680,1,Tasnim News Agency,National,"On 26 October 2024, local residents staged a rally outside the Northeast regional headquarters of the Iranian army in Mashhad city (Razavi Khorasan) to support the Iran Air Defense Force and denounce Israeli airstrikes in Iran. They also supported Palestinians and denounced Israeli ground operations in Gaza and Lebanon.",0,crowd size=no report,1730764834
IRN29303,2024-10-26,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Hamadan,Hamadan,Central,Hamadan,34.7992,48.5146,1,Tasnim News Agency,National,"On 26 October 2024, local residents staged a rally at Emam Khomeyni Square in Hamadan city (Hamadan) to support the Iran Air Defense Force and denounce Israeli airstrikes in Iran. They also supported Palestinians and denounced Israeli ground operations in Gaza and Lebanon.",0,crowd size=no report,1730764834
IRN29309,2024-10-26,2024,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,Military Forces of Israel (2022-),,External/Other forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Tehran,,Tehran,35.6944,51.4215,1,Tabnak News Agency; Times of Israel,National-Regional,"Interception: On 26 October 2024, between 2 am and 5 am, the Iran Air Defense Force visibly intercepted some of the air/drone strikes over Tehran's airspace in Tehran city (Tehran). These air/drone strikes were carried out by the Israeli Air Force against Iranian military and defence targets. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29312,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Rey,Kahrizak,Kahrizak,35.5160,51.3648,1,Iran Wire; Manoto,Regional-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the S-300 missile system facilities located at the Kahrizak Air Defense Base in Kahrizak town (Tehran). The battery of the S-300 missile system facilities was targeted by an exploding drone strike or an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft. No satellite imagery or released video verifications were available. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29313,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Malard,Central,Bidkaneh,35.6260,50.9261,1,BBC News; Iran Wire,Regional-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the IRGC Al-Ghadir (Falagh and Emam Ali) missile base in Bidkaneh town (Tehran). The base was targeted by exploding drone strikes or air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. No satellite imagery or released video verifications were available. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29314,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-),,State forces,State forces-External/Other forces,,364,Middle East,Iran,Tehran,Islamshahr,Ahmadabad e Mostowfi,Ahmadabad e Mostowfi,35.6396,51.2127,2,Iran International,International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the Zarharan production and optimization military barracks on the Baghestan Highway near Ahmadabad e Mostowfi town (Tehran). The base was targeted by exploding drone strikes or air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. No satellite imagery or released video verifications were available. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29315,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,2,Iran International; Vahid Online,New media-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the Imam Hassan missile and Qadir radar site in the suburb of Ahvaz city (Khuzestan). The site was targeted by an air-to-surface missile, likely launched from Iraqi airspace by an Israeli fighter aircraft. No satellite imagery or released video verifications were available. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29316,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Alborz,Karaj,Central,Garmdarreh,35.7558,51.0684,1,BBC News; Iran Wire,Regional-International,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the IRGC Qadiri Military Barracks in Garmdarreh town (Alborz). The Barracks was targeted by exploding drone strikes or air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. No satellite imagery or released video verifications were available. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29317,2024-10-26,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,State forces,State forces-External/Other forces,,364,Middle East,Iran,Hamadan,Razan,Qorveh e Darjazin,Qorveh,35.3090,49.1013,1,Mamlekate,New media,"On 26 October 2024, in the early morning, the Israeli military carried out airstrikes against the Charduli IRGC underground missile base near Sulijeh village, 35 km southeast of Qorveh city (coded to Qorveh) (Hamadan). The base was targeted by exploding air-to-surface missiles, likely launched from Iraqi airspace by an Israeli fighter aircraft. No satellite imagery or released video verifications were available. There were no casualties. Israeli officials reported that Israel launched three waves of air/drone strikes against 20 locations in Iran, codenamed 'Operation Days of Repentance', involving over 100 aircraft. These strikes were conducted in response to Iranian attacks on Israel on October 1, 2024.",0,,1730764834
IRN29208,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Muslim Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.9684,50.8385,1,Tasnim News Agency,National,"On 25 October 2024, local residents, including Muslim worshipers, staged a march after Friday prayer in Bandar e Bushehr city (Bushehr) to support Palestinians and denounce Israeli ground operations in Gaza and airstrikes in Lebanon.",0,crowd size=no report,1730180173
IRN29209,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Muslim Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Yazd,Yazd,Central,Yazd,31.8972,54.3675,1,Tasnim News Agency,National,"On 25 October 2024, local residents, including Muslim worshipers, staged a march after Friday prayer in Yazd city (Yazd) to support Palestinians and denounce Israeli ground operations in Gaza and airstrikes in Lebanon.",0,crowd size=no report,1730180173
IRN29210,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Muslim Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Ardabil,Ardabil,Central,Ardabil,38.2498,48.2933,1,Islamic Republic News Agency,National,"On 25 October 2024, local residents, including Muslim worshipers, staged a march after Friday prayer in Ardabil city (Ardabil) to support Palestinians and denounce Israeli ground operations in Gaza and airstrikes in Lebanon.",0,crowd size=no report,1730180173
IRN29211,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Muslim Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Nishapur,Central,Nishabur,36.2133,58.7958,1,Mehr News Agency,National,"On 25 October 2024, local residents, including Muslim worshipers, staged a march after Friday prayer in Nishabur city (Razavi Khorasan) to support Palestinians and denounce Israeli ground operations in Gaza and airstrikes in Lebanon.",0,crowd size=no report,1730180173
IRN29212,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Muslim Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Bushehr,Kangan,Central,Kangan,27.8340,52.0628,1,Mehr News Agency,National,"On 25 October 2024, local residents, including Muslim worshipers, staged a march after Friday prayer in Kangan city (Bushehr) to support Palestinians and denounce Israeli ground operations in Gaza and airstrikes in Lebanon.",0,crowd size=no report,1730180173
IRN29194,2024-10-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Teachers (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Fars,Shiraz,Central,Shiraz,29.6103,52.5311,1,Coordinating Council of Teachers Syndicates in Iran; Human Rights Activists in Iran (HRA),Local partner-Other,"On 24 October 2024, retired teachers staged a rally in front of a former MP's office in Shiraz city (Fars) to demand payment of salary arrears, retirement bonuses and modification of rating orders.",0,crowd size=no report,1730180173
IRN29195,2024-10-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Farmers (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Semnan,Garmsar,Central,Garmsar,35.2182,52.3409,1,Eteraze Bazar; Human Rights Activists in Iran (HRA),Local partner-Other,"On 24 October 2024, local farmers rallied in front of the trade union system of agricultural affairs in Garmsar city (Semnan) over the lack of agricultural water and the extraction of urban wastewater from agricultural water.",0,crowd size=no report,1730180173
IRN29197,2024-10-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Women (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Sistan and Baluchestan,Khash,Nok Abad,Nok Abad,28.5397,60.7595,2,Baloch Campaign; Eteraze Bazar; Human Rights Activists in Iran (HRA),Local partner-Other,"On 24 October 2024, local residents of Kuteh village around Taftan Mount, including women, staged a rally at their village near Nok Abad city (Sistan and Baluchestan) to protest against mining activities and their detrimental environmental effects and to demand the release of the arrestees of the previous protest.",0,crowd size=no report,1730180173
IRN29214,2024-10-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Sistan and Baluchestan,Chabahar,Central,Chabahar,25.2919,60.6430,2,Baloch Campaign; Eteraze Bazar; VOA,Other-New media,"On 24 October 2024, dozens of truck and trailer drivers rallied at Rimdan border crossing near Chabahar city (Sistan and Baluchestan) over fines imposed on them by the Chabahar region oil company.",0,crowd size=dozens,1730180173
IRN29192,2024-10-23,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Isfahan,Isfahan,Central,Isfahan,32.6525,51.6746,1,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),Local partner-Other,"On 23 October 2024, students admitted to the fields of medicine, dentistry and pharmacy of Islamic Azad University rallied in front of the Islamic Azad University in Isfahan city (Isfahan) to protest against the tuition fee increase.",0,crowd size=no report,1730180173
IRN29193,2024-10-23,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Lorestan,Dorud,Central,Dorud,33.4971,49.0578,1,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),Local partner-Other,"On 23 October 2024, workers of the Cement Factory rallied and picketed outside their workplace in Dorud city (Lorestan) to demand the payment of salary arrears.",0,crowd size=no report,1730180173
IRN29196,2024-10-23,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Farmers (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Kerman,Rafsanjan,Ferdows,Ferdowsiyeh,30.8277,55.8123,2,Haalvash; Human Rights Activists in Iran (HRA),Local partner-Other,"On 23 October 2024, contracted gardeners who worked on a pistachio farm, rallied in Aliabad-e Herati village near Ferdowsiyeh city (Kerman) over the non-payment of their wages.",0,crowd size=no report,1730180173
IRN29215,2024-10-23,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 6,35.7252,51.4029,1,BBC News; Iran International,International,"On 23 October 2024, people rallied in front of the National Virtual Space Center in Tehran - District 6 (Tehran) to demand more internet filtering across the country.",0,crowd size=no report,1730180173
